Cidade,Uf,mes/ano,pedidos
GUARUJA,SP,01/07/2022,36.377
UBERABA,MG,01/07/2022,112.231
PETROLINA,PE,01/07/2022,55.354
BOA VISTA,RR,01/07/2022,16.437
TAUBATE,SP,01/07/2022,69.038
CASCAVEL,PR,01/07/2022,104.878
SANTAREM,PA,01/07/2022,46.188
LIMEIRA,SP,01/07/2022,43.640
SUZANO,SP,01/07/2022,44.308
SAO JOSE DOS PINHAIS,PR,01/07/2022,84.835
PRAIA GRANDE,SP,01/07/2022,157.543
GOVERNADOR VALADARES,MG,01/07/2022,27.140
VOLTA REDONDA,RJ,01/07/2022,42.363
GRAVATAI,RS,01/07/2022,56.019
MOSSORO,RN,01/07/2022,55.886
SANTA MARIA,RS,01/07/2022,15.158
FOZ DO IGUACU,PR,01/07/2022,61.287
VARZEA GRANDE,MT,01/07/2022,29.670
NOVO HAMBURGO,RS,01/07/2022,109.015
IMPERATRIZ,MA,01/07/2022,9.869
JUAZEIRO DO NORTE,CE,01/07/2022,39.458
SUMARE,SP,01/07/2022,71.695
BARUERI,SP,01/07/2022,198.295
IPATINGA,MG,01/07/2022,22.555
CAMACARI,BA,01/07/2022,23.388
VIAMAO,RS,01/07/2022,21.503
EMBU DAS ARTES,SP,01/07/2022,40.971
ITABORAI,RJ,01/07/2022,6.446
TABOAO DA SERRA,SP,01/07/2022,38.032
MAGE,RJ,01/07/2022,13.881
MARABA,PA,01/07/2022,27.591
PALMAS,TO,01/07/2022,14.044
SAO CARLOS,SP,01/07/2022,87.218
COLOMBO,PR,01/07/2022,40.217
ARAPIRACA,AL,01/07/2022,59.854
MARILIA,SP,01/07/2022,30.788
SETE LAGOAS,MG,01/07/2022,36.158
SAO LEOPOLDO,RS,01/07/2022,59.678
DIVINOPOLIS,MG,01/07/2022,85.336
MARACANAU,CE,01/07/2022,6.625
AMERICANA,SP,01/07/2022,62.695
JACAREI,SP,01/07/2022,62.743
ITAPEVI,SP,01/07/2022,54.064
PARNAMIRIM,RN,01/07/2022,20.565
PRESIDENTE PRUDENTE,SP,01/07/2022,69.062
ARARAQUARA,SP,01/07/2022,87.296
MACAE,RJ,01/07/2022,84.776
ITABUNA,BA,01/07/2022,6.873
SAO JOSE,SC,01/07/2022,80.387
SANTA LUZIA,MG,01/07/2022,19.895
INDAIATUBA,SP,01/07/2022,133.491
ALVORADA,RS,01/07/2022,8.356
COTIA,SP,01/07/2022,50.042
JUAZEIRO,BA,01/07/2022,12.908
HORTOLANDIA,SP,01/07/2022,85.966
RIO GRANDE,RS,01/07/2022,13.668
DOURADOS,MS,01/07/2022,36.101
CRICIUMA,SC,01/07/2022,41.368
RONDONOPOLIS,MT,01/07/2022,38.666
CACHOEIRO DE ITAPEMIRIM,ES,01/07/2022,10.488
CABO FRIO,RJ,01/07/2022,34.320
RIO CLARO,SP,01/07/2022,62.255
SOBRAL,CE,01/07/2022,20.689
SANTA BARBARA DOESTE,SP,01/07/2022,16.464
PASSO FUNDO,RS,01/07/2022,36.121
ARACATUBA,SP,01/07/2022,73.037
CHAPECO,SC,01/07/2022,32.246
ITAJAI,SC,01/07/2022,26.770
ILHEUS,BA,01/07/2022,8.996
CABO DE SANTO AGOSTINHO,PE,01/07/2022,14.203
MESQUITA,RJ,01/07/2022,39.676
FERRAZ DE VASCONCELOS,SP,01/07/2022,11.131
NOVA FRIBURGO,RJ,01/07/2022,16.323
BARRA MANSA,RJ,01/07/2022,26.822
LAURO DE FREITAS,BA,01/07/2022,54.890
CASTANHAL,PA,01/07/2022,4.963
RIO VERDE,GO,01/07/2022,15.884
IBIRITE,MG,01/07/2022,19.626
ANGRA DOS REIS,RJ,01/07/2022,18.130
LUZIANIA,GO,01/07/2022,3.891
GUARAPUAVA,PR,01/07/2022,12.844
FRANCISCO MORATO,SP,01/07/2022,24.706
NOSSA SENHORA DO SOCORRO,SE,01/07/2022,24.334
AGUAS LINDAS DE GOIAS,GO,01/07/2022,3.896
CAMARAGIBE,PE,01/07/2022,7.162
TERESOPOLIS,RJ,01/07/2022,46.741
LAGES,SC,01/07/2022,18.376
ITU,SP,01/07/2022,16.648
PARAUAPEBAS,PA,01/07/2022,16.513
POCOS DE CALDAS,MG,01/07/2022,45.389
TIMON,MA,01/07/2022,8.108
NILOPOLIS,RJ,01/07/2022,11.910
JEQUIE,BA,01/07/2022,11.080
CAXIAS,MA,01/07/2022,6.373
SAO JOSE DE RIBAMAR,MA,01/07/2022,18.700
PINDAMONHANGABA,SP,01/07/2022,7.144
BRAGANCA PAULISTA,SP,01/07/2022,36.087
PARNAIBA,PI,01/07/2022,4.065
SAO CAETANO DO SUL,SP,01/07/2022,142.193
QUEIMADOS,RJ,01/07/2022,4.347
ITAPETININGA,SP,01/07/2022,19.984
PARANAGUA,PR,01/07/2022,22.379
JARAGUA DO SUL,SC,01/07/2022,41.322
LINHARES,ES,01/07/2022,6.368
PALHOCA,SC,01/07/2022,45.310
TEIXEIRA DE FREITAS,BA,01/07/2022,21.833
VALPARAISO DE GOIAS,GO,01/07/2022,28.897
PATOS DE MINAS,MG,01/07/2022,13.887
ALAGOINHAS,BA,01/07/2022,2.324
MOGI GUACU,SP,01/07/2022,36.775
ITAPECERICA DA SERRA,SP,01/07/2022,25.503
ABAETETUBA,PA,01/07/2022,826
ARAGUAINA,TO,01/07/2022,4.965
TEOFILO OTONI,MG,01/07/2022,8.955
SAPUCAIA DO SUL,RS,01/07/2022,32.622
JAU,SP,01/07/2022,13.042
BARREIRAS,BA,01/07/2022,8.060
POUSO ALEGRE,MG,01/07/2022,34.774
VITORIA DE SANTO ANTAO,PE,01/07/2022,14.075
MARICA,RJ,01/07/2022,12.585
BOTUCATU,SP,01/07/2022,26.708
BARBACENA,MG,01/07/2022,6.816
GARANHUNS,PE,01/07/2022,32.926
ATIBAIA,SP,01/07/2022,21.711
PORTO SEGURO,BA,01/07/2022,9.701
VARGINHA,MG,01/07/2022,32.232
URUGUAIANA,RS,01/07/2022,8.746
APUCARANA,PR,01/07/2022,7.550
CUBATAO,SP,01/07/2022,6.466
SANTA RITA,PB,01/07/2022,5.054
RESENDE,RJ,01/07/2022,32.165
ARAUCARIA,PR,01/07/2022,10.870
ARARAS,SP,01/07/2022,18.282
CRATO,CE,01/07/2022,19.188
PINHAIS,PR,01/07/2022,46.210
CACHOEIRINHA,RS,01/07/2022,10.167
SABARA,MG,01/07/2022,5.549
SANTA CRUZ DO SUL,RS,01/07/2022,11.159
CONSELHEIRO LAFAIETE,MG,01/07/2022,15.014
SIMOES FILHO,BA,01/07/2022,1.397
CAMETA,PA,01/07/2022,1.460
BAGE,RS,01/07/2022,8.276
TOLEDO,PR,01/07/2022,40.450
FRANCO DA ROCHA,SP,01/07/2022,9.402
CATANDUVA,SP,01/07/2022,19.005
VARZEA PAULISTA,SP,01/07/2022,29.979
SANTANA DE PARNAIBA,SP,01/07/2022,90.284
GUARATINGUETA,SP,01/07/2022,12.107
ITAPIPOCA,CE,01/07/2022,2.094
BARRETOS,SP,01/07/2022,30.644
MARITUBA,PA,01/07/2022,3.270
SERTAOZINHO,SP,01/07/2022,7.714
BAYEUX,PB,01/07/2022,3.018
SINOP,MT,01/07/2022,52.753
VOTORANTIM,SP,01/07/2022,40.650
CODO,MA,01/07/2022,299
ITAGUAI,RJ,01/07/2022,8.208
JI PARANA,RO,01/07/2022,8.705
MARANGUAPE,CE,01/07/2022,2.594
ITABIRA,MG,01/07/2022,4.507
BIRIGUI,SP,01/07/2022,13.087
ARARUAMA,RJ,01/07/2022,15.735
BRAGANCA,PA,01/07/2022,1.825
CAMPO LARGO,PR,01/07/2022,8.197
PACO DO LUMIAR,MA,01/07/2022,3.264
ARAGUARI,MG,01/07/2022,15.932
SALTO,SP,01/07/2022,36.950
VESPASIANO,MG,01/07/2022,2.576
SAO MATEUS,ES,01/07/2022,7.038
PASSOS,MG,01/07/2022,20.362
VALINHOS,SP,01/07/2022,64.847
TATUI,SP,01/07/2022,8.889
ALMIRANTE TAMANDARE,PR,01/07/2022,7.319
RIO DAS OSTRAS,RJ,01/07/2022,42.719
CORONEL FABRICIANO,MG,01/07/2022,26.561
BRUSQUE,SC,01/07/2022,3.813
COLATINA,ES,01/07/2022,3.372
BENTO GONCALVES,RS,01/07/2022,29.049
TRINDADE,GO,01/07/2022,13.705
RIBEIRAO PIRES,SP,01/07/2022,6.787
ARAPONGAS,PR,01/07/2022,15.718
PAULO AFONSO,BA,01/07/2022,3.717
POA,SP,01/07/2022,34.559
GUARAPARI,ES,01/07/2022,8.086
CARAGUATATUBA,SP,01/07/2022,16.161
OURINHOS,SP,01/07/2022,20.093
BALNEARIO CAMBORIU,SC,01/07/2022,136.845
SANTANA,AP,01/07/2022,1.035
ITATIBA,SP,01/07/2022,16.101
BARCARENA,PA,01/07/2022,2.820
UMUARAMA,PR,01/07/2022,15.086
PATOS,PB,01/07/2022,2.572
MURIAE,MG,01/07/2022,11.937
IGARASSU,PE,01/07/2022,4.772
UBA,MG,01/07/2022,21.270
NOVO GAMA,GO,01/07/2022,638
ACAILANDIA,MA,01/07/2022,1.460
TRES LAGOAS,MS,01/07/2022,10.022
EUNAPOLIS,BA,01/07/2022,9.681
FORMOSA,GO,01/07/2022,5.283
CORUMBA,MS,01/07/2022,7.452
SAO LOURENCO DA MATA,PE,01/07/2022,4.574
JAPERI,RJ,01/07/2022,5.684
TUBARAO,SC,01/07/2022,6.939
CAMBE,PR,01/07/2022,21.142
ABREU E LIMA,PE,01/07/2022,4.419
GUAIBA,RS,01/07/2022,8.299
BACABAL,MA,01/07/2022,1.104
ERECHIM,RS,01/07/2022,3.504
PARINTINS,AM,01/07/2022,395
ITUIUTABA,MG,01/07/2022,17.140
JANDIRA,SP,01/07/2022,8.891
ASSIS,SP,01/07/2022,21.866
TUCURUI,PA,01/07/2022,791
CAIEIRAS,SP,01/07/2022,36.358
ARAXA,MG,01/07/2022,8.228
LAVRAS,MG,01/07/2022,3.713
BARRA DO PIRAI,RJ,01/07/2022,1.439
IGUATU,CE,01/07/2022,7.133
SANTA CRUZ DO CAPIBARIBE,PE,01/07/2022,1.014
ITAPERUNA,RJ,01/07/2022,8.179
ALTAMIRA,PA,01/07/2022,2.684
LEME,SP,01/07/2022,16.846
LAGARTO,SE,01/07/2022,389
ITUMBIARA,GO,01/07/2022,6.830
PARAGOMINAS,PA,01/07/2022,3.751
SANTO ANTONIO DE JESUS,BA,01/07/2022,5.256
ITAJUBA,MG,01/07/2022,6.764
ITAITUBA,PA,01/07/2022,390
PIRAQUARA,PR,01/07/2022,11.477
ITANHAEM,SP,01/07/2022,20.713
SAO GONCALO DO AMARANTE,RN,01/07/2022,3.110
ITAPEVA,SP,01/07/2022,8.130
CAMPO MOURAO,PR,01/07/2022,15.910
SARANDI,PR,01/07/2022,35.346
SAO PEDRO DA ALDEIA,RJ,01/07/2022,4.004
SENADOR CANEDO,GO,01/07/2022,7.824
ITABAIANA,SE,01/07/2022,428
ITAUNA,MG,01/07/2022,14.169
CATALAO,GO,01/07/2022,6.504
ARIQUEMES,RO,01/07/2022,5.828
VOTUPORANGA,SP,01/07/2022,16.136
CACAPAVA,SP,01/07/2022,12.411
JATAI,GO,01/07/2022,5.129
VALENCA,BA,01/07/2022,499
MOGI MIRIM,SP,01/07/2022,20.269
SAO JOAO DA BOA VISTA,SP,01/07/2022,35.261
PAULINIA,SP,01/07/2022,14.392
SAO JOAO DEL REI,MG,01/07/2022,3.337
ITACOATIARA,AM,01/07/2022,106
LORENA,SP,01/07/2022,22.423
ESTEIO,RS,01/07/2022,7.008
TIMOTEO,MG,01/07/2022,7.999
FAZENDA RIO GRANDE,PR,01/07/2022,24.590
PARA DE MINAS,MG,01/07/2022,11.574
MAIRIPORA,SP,01/07/2022,3.057
CANDEIAS,BA,01/07/2022,570
BREVES,PA,01/07/2022,566
TANGARA DA SERRA,MT,01/07/2022,9.859
PARANAVAI,PR,01/07/2022,4.452
CARATINGA,MG,01/07/2022,10.280
AVARE,SP,01/07/2022,19.129
CACERES,MT,01/07/2022,1.846
PARACATU,MG,01/07/2022,2.900
SANTANA DO LIVRAMENTO,RS,01/07/2022,1.380
NOVA LIMA,MG,01/07/2022,18.226
CACHOEIRA DO SUL,RS,01/07/2022,447
UBATUBA,SP,01/07/2022,10.479
SAO ROQUE,SP,01/07/2022,13.099
ARACRUZ,ES,01/07/2022,4.989
SAO CRISTOVAO,SE,01/07/2022,2.554
PATROCINIO,MG,01/07/2022,5.354
IPOJUCA,PE,01/07/2022,5.265
SEROPEDICA,RJ,01/07/2022,5.998
PLANALTINA,GO,01/07/2022,1.011
CRUZEIRO,SP,01/07/2022,4.233
IJUI,RS,01/07/2022,3.529
TRES RIOS,RJ,01/07/2022,3.219
BARRA DO CORDA,MA,01/07/2022,47
MANHUACU,MG,01/07/2022,6.257
MATAO,SP,01/07/2022,9.596
ARUJA,SP,01/07/2022,29.887
SERRA TALHADA,PE,01/07/2022,575
GURUPI,TO,01/07/2022,1.134
ARARIPINA,PE,01/07/2022,2.065
FRANCISCO BELTRAO,PR,01/07/2022,3.754
QUIXADA,CE,01/07/2022,4.198
GUANAMBI,BA,01/07/2022,8.075
SAPIRANGA,RS,01/07/2022,11.166
SANTO ANGELO,RS,01/07/2022,5.725
JACOBINA,BA,01/07/2022,554
PINHEIRO,MA,01/07/2022,50
CARPINA,PE,01/07/2022,7.352
CAMPO LIMPO PAULISTA,SP,01/07/2022,18.042
JOAO MONLEVADE,MG,01/07/2022,3.154
CACOAL,RO,01/07/2022,2.050
BEBEDOURO,SP,01/07/2022,13.175
VILHENA,RO,01/07/2022,1.327
GRAVATA,PE,01/07/2022,3.402
PACATUBA,CE,01/07/2022,2.860
SERRINHA,BA,01/07/2022,2.913
CANINDE,CE,01/07/2022,5.739
LAJEADO,RS,01/07/2022,3.740
SAO BENTO DO SUL,SC,01/07/2022,930
ALFENAS,MG,01/07/2022,9.029
GOIANA,PE,01/07/2022,2.537
ALEGRETE,RS,01/07/2022,387
NOVA SERRANA,MG,01/07/2022,7.446
PONTA PORA,MS,01/07/2022,8.863
PATO BRANCO,PR,01/07/2022,3.001
VICOSA,MG,01/07/2022,12.469
CRUZEIRO DO SUL,AC,01/07/2022,1.019
SAO SEBASTIAO,SP,01/07/2022,10.524
TRES CORACOES,MG,01/07/2022,3.831
SAQUAREMA,RJ,01/07/2022,2.689
PICOS,PI,01/07/2022,1.694
LINS,SP,01/07/2022,15.295
JABOTICABAL,SP,01/07/2022,12.730
CURVELO,MG,01/07/2022,3.573
REDENCAO,PA,01/07/2022,364
TELEMACO BORBA,PR,01/07/2022,10.433
UNAI,MG,01/07/2022,14.867
CACADOR,SC,01/07/2022,792
BELO JARDIM,PE,01/07/2022,1.538
SAO FELIX DO XINGU,PA,01/07/2022,533
CATAGUASES,MG,01/07/2022,10.434
PIRASSUNUNGA,SP,01/07/2022,4.185
CRATEUS,CE,01/07/2022,5.341
CALDAS NOVAS,GO,01/07/2022,15.982
AQUIRAZ,CE,01/07/2022,6.622
RIO LARGO,AL,01/07/2022,2.035
IBIUNA,SP,01/07/2022,1.589
VALENCA,RJ,01/07/2022,794
PALMEIRA DOS INDIOS,AL,01/07/2022,1.546
ARCOVERDE,PE,01/07/2022,620
QUIXERAMOBIM,CE,01/07/2022,822
CIANORTE,PR,01/07/2022,17.606
OURO PRETO,MG,01/07/2022,22.191
VIANA,ES,01/07/2022,1.986
CAJAMAR,SP,01/07/2022,14.924
CHAPADINHA,MA,01/07/2022,386
ARACATI,CE,01/07/2022,2.578
TIANGUA,CE,01/07/2022,634
RUSSAS,CE,01/07/2022,6.825
CONCORDIA,SC,01/07/2022,2.525
DIAS DAVILA,BA,01/07/2022,5.681
CASTRO,PR,01/07/2022,791
CAMBORIU,SC,01/07/2022,13.138
SANTA ROSA,RS,01/07/2022,3.656
ITAPIRA,SP,01/07/2022,13.075
MOCOCA,SP,01/07/2022,2.070
CEARA MIRIM,RN,01/07/2022,435
MACAIBA,RN,01/07/2022,743
VINHEDO,SP,01/07/2022,31.134
FERNANDOPOLIS,SP,01/07/2022,2.361
SAO SEBASTIAO DO PARAISO,MG,01/07/2022,1.392
AMPARO,SP,01/07/2022,7.958
FORMIGA,MG,01/07/2022,6.650
CASCAVEL,CE,01/07/2022,813
EMBU GUACU,SP,01/07/2022,7.613
SOUSA,PB,01/07/2022,5.010
NAVEGANTES,SC,01/07/2022,11.098
VENANCIO AIRES,RS,01/07/2022,334
FARROUPILHA,RS,01/07/2022,13.985
TUPA,SP,01/07/2022,2.664
SORRISO,MT,01/07/2022,3.484
ESTANCIA,SE,01/07/2022,6.008
ICO,CE,01/07/2022,1.105
CAICO,RN,01/07/2022,5.089
CRUZ ALTA,RS,01/07/2022,3.793
CAMAQUA,RS,01/07/2022,932
LENCOIS PAULISTA,SP,01/07/2022,1.571
CAPANEMA,PA,01/07/2022,1.197
SANTO ANTONIO DO DESCOBERTO,GO,01/07/2022,788
OURICURI,PE,01/07/2022,242
ESCADA,PE,01/07/2022,2.680
ITAMARAJU,BA,01/07/2022,2.648
BRUMADO,BA,01/07/2022,315
PACAJUS,CE,01/07/2022,1.757
PESQUEIRA,PE,01/07/2022,898
VACARIA,RS,01/07/2022,402
CONCEICAO DO COITE,BA,01/07/2022,10.471
SAO BORJA,RS,01/07/2022,929
RIO DO SUL,SC,01/07/2022,3.135
CRUZ DAS ALMAS,BA,01/07/2022,1.530
ARARANGUA,SC,01/07/2022,8.665
JANUARIA,MG,01/07/2022,3.866
CARAZINHO,RS,01/07/2022,1.171
ITABERABA,BA,01/07/2022,1.003
COSMOPOLIS,SP,01/07/2022,10.924
PENAPOLIS,SP,01/07/2022,4.942
GOIANESIA,GO,01/07/2022,648
MORADA NOVA,CE,01/07/2022,502
CAMPO BOM,RS,01/07/2022,10.469
PENEDO,AL,01/07/2022,6.338
CAMOCIM,CE,01/07/2022,434
BOM JESUS DA LAPA,BA,01/07/2022,85
PEDRO LEOPOLDO,MG,01/07/2022,4.086
ROLANDIA,PR,01/07/2022,11.243
BIGUACU,SC,01/07/2022,6.140
UNIAO DOS PALMARES,AL,01/07/2022,247
BEZERROS,PE,01/07/2022,2.218
LUIS EDUARDO MAGALHAES,BA,01/07/2022,14.794
PERUIBE,SP,01/07/2022,3.958
MONTENEGRO,RS,01/07/2022,3.523
PALMARES,PE,01/07/2022,1.843
SURUBIM,PE,01/07/2022,259
CIDADE OCIDENTAL,GO,01/07/2022,1.368
GASPAR,SC,01/07/2022,2.201
ICARA,SC,01/07/2022,1.148
BATATAIS,SP,01/07/2022,981
GRAJAU,MA,01/07/2022,247
PONTE NOVA,MG,01/07/2022,3.411
SANTO AMARO,BA,01/07/2022,275
HORIZONTE,CE,01/07/2022,2.714
ACARAU,CE,01/07/2022,127
MORENO,PE,01/07/2022,788
UNIAO DA VITORIA,PR,01/07/2022,2.178
SANTA IZABEL DO PARA,PA,01/07/2022,287
LIMOEIRO DO NORTE,CE,01/07/2022,2.036
ANDRADINA,SP,01/07/2022,9.226
BARRA DO GARCAS,MT,01/07/2022,2.441
GUARABIRA,PB,01/07/2022,2.054
MIRASSOL,SP,01/07/2022,5.423
INDAIAL,SC,01/07/2022,9.472
SALGUEIRO,PE,01/07/2022,1.189
TRES PONTAS,MG,01/07/2022,196
SAO MIGUEL DOS CAMPOS,AL,01/07/2022,814
IRATI,PR,01/07/2022,2.031
RIO BONITO,RJ,01/07/2022,2.836
BARBALHA,CE,01/07/2022,4.621
IBITINGA,SP,01/07/2022,5.896
LAGOA SANTA,MG,01/07/2022,4.863
TAQUARA,RS,01/07/2022,2.459
PIRAPORA,MG,01/07/2022,1.791
TAUA,CE,01/07/2022,284
LIMOEIRO,PE,01/07/2022,1.854
CABEDELO,PB,01/07/2022,16.825
REGISTRO,SP,01/07/2022,705
TIMBAUBA,PE,01/07/2022,816
TAQUARITINGA,SP,01/07/2022,1.143
CACHOEIRAS DE MACACU,RJ,01/07/2022,157
CANOINHAS,SC,01/07/2022,708
MARIANA,MG,01/07/2022,8.618
PORTO FERREIRA,SP,01/07/2022,5.383
FRUTAL,MG,01/07/2022,895
GUAPIMIRIM,RJ,01/07/2022,1.922
SAO BENTO DO UNA,PE,01/07/2022,359
CAMPO BELO,MG,01/07/2022,16.406
SAO PAULO,SP,01/08/2022,1.741.850
RIO DE JANEIRO,RJ,01/08/2022,1.527.384
SALVADOR,BA,01/08/2022,332.410
BRASILIA,DF,01/08/2022,1.252.678
FORTALEZA,CE,01/08/2022,242.735
BELO HORIZONTE,MG,01/08/2022,669.334
MANAUS,AM,01/08/2022,307.283
CURITIBA,PR,01/08/2022,1.138.667
RECIFE,PE,01/08/2022,162.150
BELEM,PA,01/08/2022,191.454
PORTO ALEGRE,RS,01/08/2022,531.396
GOIANIA,GO,01/08/2022,642.028
GUARULHOS,SP,01/08/2022,120.650
CAMPINAS,SP,01/08/2022,364.850
SAO LUIS,MA,01/08/2022,150.191
SAO GONCALO,RJ,01/08/2022,167.077
MACEIO,AL,01/08/2022,97.903
DUQUE DE CAXIAS,RJ,01/08/2022,70.446
NATAL,RN,01/08/2022,237.460
TERESINA,PI,01/08/2022,240.166
NOVA IGUACU,RJ,01/08/2022,34.871
CAMPO GRANDE,MS,01/08/2022,192.571
JOAO PESSOA,PB,01/08/2022,300.427
SAO BERNARDO DO CAMPO,SP,01/08/2022,346.110
OSASCO,SP,01/08/2022,87.947
SANTO ANDRE,SP,01/08/2022,199.694
JABOATAO DOS GUARARAPES,PE,01/08/2022,65.171
SAO JOSE DOS CAMPOS,SP,01/08/2022,321.434
CONTAGEM,MG,01/08/2022,49.516
RIBEIRAO PRETO,SP,01/08/2022,223.942
UBERLANDIA,MG,01/08/2022,284.881
SOROCABA,SP,01/08/2022,356.030
ARACAJU,SE,01/08/2022,66.269
CUIABA,MT,01/08/2022,126.218
FEIRA DE SANTANA,BA,01/08/2022,74.960
JUIZ DE FORA,MG,01/08/2022,228.086
JOINVILLE,SC,01/08/2022,52.558
LONDRINA,PR,01/08/2022,209.534
BELFORD ROXO,RJ,01/08/2022,32.558
ANANINDEUA,PA,01/08/2022,70.458
SAO JOAO DE MERITI,RJ,01/08/2022,16.484
APARECIDA DE GOIANIA,GO,01/08/2022,46.342
NITEROI,RJ,01/08/2022,295.135
CAMPOS DOS GOYTACAZES,RJ,01/08/2022,140.140
CAXIAS DO SUL,RS,01/08/2022,31.633
MAUA,SP,01/08/2022,65.167
FLORIANOPOLIS,SC,01/08/2022,353.869
VILA VELHA,ES,01/08/2022,227.153
SANTOS,SP,01/08/2022,59.856
SAO JOSE DO RIO PRETO,SP,01/08/2022,108.886
PORTO VELHO,RO,01/08/2022,95.809
SERRA,ES,01/08/2022,127.246
DIADEMA,SP,01/08/2022,29.670
OLINDA,PE,01/08/2022,33.488
MACAPA,AP,01/08/2022,39.709
BETIM,MG,01/08/2022,115.513
CAMPINA GRANDE,PB,01/08/2022,40.790
MOGI DAS CRUZES,SP,01/08/2022,83.380
CARAPICUIBA,SP,01/08/2022,107.684
PIRACICABA,SP,01/08/2022,198.592
MONTES CLAROS,MG,01/08/2022,30.807
JUNDIAI,SP,01/08/2022,130.060
MARINGA,PR,01/08/2022,261.080
CARIACICA,ES,01/08/2022,59.288
BAURU,SP,01/08/2022,42.632
ANAPOLIS,GO,01/08/2022,56.223
RIO BRANCO,AC,01/08/2022,71.504
CANOAS,RS,01/08/2022,135.531
SAO VICENTE,SP,01/08/2022,16.081
VITORIA,ES,01/08/2022,135.070
PELOTAS,RS,01/08/2022,78.815
FRANCA,SP,01/08/2022,133.645
ITAQUAQUECETUBA,SP,01/08/2022,12.284
BLUMENAU,SC,01/08/2022,71.792
PONTA GROSSA,PR,01/08/2022,78.092
CARUARU,PE,01/08/2022,94.448
CAUCAIA,CE,01/08/2022,6.694
RIBEIRAO DAS NEVES,MG,01/08/2022,19.884
VITORIA DA CONQUISTA,BA,01/08/2022,63.119
PAULISTA,PE,01/08/2022,49.157
PETROPOLIS,RJ,01/08/2022,19.022
GUARUJA,SP,01/08/2022,31.577
UBERABA,MG,01/08/2022,106.584
PETROLINA,PE,01/08/2022,54.534
BOA VISTA,RR,01/08/2022,14.923
TAUBATE,SP,01/08/2022,64.338
CASCAVEL,PR,01/08/2022,100.832
SANTAREM,PA,01/08/2022,46.182
LIMEIRA,SP,01/08/2022,39.716
SUZANO,SP,01/08/2022,41.679
SAO JOSE DOS PINHAIS,PR,01/08/2022,82.987
PRAIA GRANDE,SP,01/08/2022,139.339
GOVERNADOR VALADARES,MG,01/08/2022,24.722
VOLTA REDONDA,RJ,01/08/2022,38.659
GRAVATAI,RS,01/08/2022,52.519
MOSSORO,RN,01/08/2022,53.410
SANTA MARIA,RS,01/08/2022,14.722
FOZ DO IGUACU,PR,01/08/2022,58.295
VARZEA GRANDE,MT,01/08/2022,29.317
NOVO HAMBURGO,RS,01/08/2022,104.597
IMPERATRIZ,MA,01/08/2022,10.414
JUAZEIRO DO NORTE,CE,01/08/2022,36.651
SUMARE,SP,01/08/2022,66.259
BARUERI,SP,01/08/2022,193.130
IPATINGA,MG,01/08/2022,20.855
CAMACARI,BA,01/08/2022,21.924
VIAMAO,RS,01/08/2022,20.632
EMBU DAS ARTES,SP,01/08/2022,38.542
ITABORAI,RJ,01/08/2022,6.326
TABOAO DA SERRA,SP,01/08/2022,36.087
MAGE,RJ,01/08/2022,14.340
MARABA,PA,01/08/2022,28.402
PALMAS,TO,01/08/2022,15.525
SAO CARLOS,SP,01/08/2022,81.111
COLOMBO,PR,01/08/2022,39.004
ARAPIRACA,AL,01/08/2022,46.445
MARILIA,SP,01/08/2022,30.501
SETE LAGOAS,MG,01/08/2022,33.374
SAO LEOPOLDO,RS,01/08/2022,56.575
DIVINOPOLIS,MG,01/08/2022,75.770
MARACANAU,CE,01/08/2022,6.542
AMERICANA,SP,01/08/2022,59.106
JACAREI,SP,01/08/2022,58.851
ITAPEVI,SP,01/08/2022,52.583
PARNAMIRIM,RN,01/08/2022,18.103
PRESIDENTE PRUDENTE,SP,01/08/2022,67.430
ARARAQUARA,SP,01/08/2022,81.674
MACAE,RJ,01/08/2022,79.322
ITABUNA,BA,01/08/2022,6.466
SAO JOSE,SC,01/08/2022,76.845
SANTA LUZIA,MG,01/08/2022,18.877
INDAIATUBA,SP,01/08/2022,127.043
ALVORADA,RS,01/08/2022,7.851
COTIA,SP,01/08/2022,47.498
JUAZEIRO,BA,01/08/2022,12.486
HORTOLANDIA,SP,01/08/2022,80.220
RIO GRANDE,RS,01/08/2022,12.427
DOURADOS,MS,01/08/2022,35.466
CRICIUMA,SC,01/08/2022,39.831
RONDONOPOLIS,MT,01/08/2022,37.115
CACHOEIRO DE ITAPEMIRIM,ES,01/08/2022,9.961
CABO FRIO,RJ,01/08/2022,31.057
RIO CLARO,SP,01/08/2022,58.499
SOBRAL,CE,01/08/2022,21.598
SANTA BARBARA DOESTE,SP,01/08/2022,15.148
PASSO FUNDO,RS,01/08/2022,36.432
ARACATUBA,SP,01/08/2022,69.153
CHAPECO,SC,01/08/2022,31.464
ITAJAI,SC,01/08/2022,25.567
ILHEUS,BA,01/08/2022,8.861
CABO DE SANTO AGOSTINHO,PE,01/08/2022,10.202
MESQUITA,RJ,01/08/2022,37.118
FERRAZ DE VASCONCELOS,SP,01/08/2022,10.332
NOVA FRIBURGO,RJ,01/08/2022,15.355
BARRA MANSA,RJ,01/08/2022,23.599
LAURO DE FREITAS,BA,01/08/2022,50.075
CASTANHAL,PA,01/08/2022,5.047
RIO VERDE,GO,01/08/2022,15.761
IBIRITE,MG,01/08/2022,17.870
ANGRA DOS REIS,RJ,01/08/2022,17.210
LUZIANIA,GO,01/08/2022,4.068
GUARAPUAVA,PR,01/08/2022,13.643
