Cidade,Uf,mes/ano,pedidos
PRAIA GRANDE,SP,01/11/2022,162.157
GOVERNADOR VALADARES,MG,01/11/2022,27.776
VOLTA REDONDA,RJ,01/11/2022,42.322
GRAVATAI,RS,01/11/2022,59.303
MOSSORO,RN,01/11/2022,61.948
SANTA MARIA,RS,01/11/2022,17.021
FOZ DO IGUACU,PR,01/11/2022,62.032
VARZEA GRANDE,MT,01/11/2022,34.186
NOVO HAMBURGO,RS,01/11/2022,111.876
IMPERATRIZ,MA,01/11/2022,13.266
JUAZEIRO DO NORTE,CE,01/11/2022,40.370
SUMARE,SP,01/11/2022,71.770
BARUERI,SP,01/11/2022,203.118
IPATINGA,MG,01/11/2022,21.531
CAMACARI,BA,01/11/2022,25.676
VIAMAO,RS,01/11/2022,23.902
EMBU DAS ARTES,SP,01/11/2022,43.329
ITABORAI,RJ,01/11/2022,7.374
TABOAO DA SERRA,SP,01/11/2022,38.192
MAGE,RJ,01/11/2022,19.054
MARABA,PA,01/11/2022,32.434
PALMAS,TO,01/11/2022,18.732
SAO CARLOS,SP,01/11/2022,89.909
COLOMBO,PR,01/11/2022,41.774
ARAPIRACA,AL,01/11/2022,54.537
MARILIA,SP,01/11/2022,32.909
SETE LAGOAS,MG,01/11/2022,35.571
SAO LEOPOLDO,RS,01/11/2022,61.297
DIVINOPOLIS,MG,01/11/2022,82.498
MARACANAU,CE,01/11/2022,8.124
AMERICANA,SP,01/11/2022,60.714
JACAREI,SP,01/11/2022,65.942
ITAPEVI,SP,01/11/2022,57.542
PARNAMIRIM,RN,01/11/2022,20.299
PRESIDENTE PRUDENTE,SP,01/11/2022,70.321
ARARAQUARA,SP,01/11/2022,89.818
MACAE,RJ,01/11/2022,82.351
ITABUNA,BA,01/11/2022,7.693
SAO JOSE,SC,01/11/2022,80.050
SANTA LUZIA,MG,01/11/2022,20.964
INDAIATUBA,SP,01/11/2022,134.758
ALVORADA,RS,01/11/2022,8.841
COTIA,SP,01/11/2022,51.715
JUAZEIRO,BA,01/11/2022,16.366
HORTOLANDIA,SP,01/11/2022,87.154
RIO GRANDE,RS,01/11/2022,13.689
DOURADOS,MS,01/11/2022,35.276
CRICIUMA,SC,01/11/2022,42.135
RONDONOPOLIS,MT,01/11/2022,40.970
CACHOEIRO DE ITAPEMIRIM,ES,01/11/2022,11.231
CABO FRIO,RJ,01/11/2022,35.322
RIO CLARO,SP,01/11/2022,64.288
SOBRAL,CE,01/11/2022,26.991
SANTA BARBARA DOESTE,SP,01/11/2022,16.010
PASSO FUNDO,RS,01/11/2022,39.044
ARACATUBA,SP,01/11/2022,75.561
CHAPECO,SC,01/11/2022,34.709
ITAJAI,SC,01/11/2022,27.016
ILHEUS,BA,01/11/2022,11.266
CABO DE SANTO AGOSTINHO,PE,01/11/2022,13.778
MESQUITA,RJ,01/11/2022,44.150
FERRAZ DE VASCONCELOS,SP,01/11/2022,11.189
NOVA FRIBURGO,RJ,01/11/2022,17.368
BARRA MANSA,RJ,01/11/2022,24.296
LAURO DE FREITAS,BA,01/11/2022,55.582
CASTANHAL,PA,01/11/2022,5.782
RIO VERDE,GO,01/11/2022,18.929
IBIRITE,MG,01/11/2022,20.294
ANGRA DOS REIS,RJ,01/11/2022,20.427
LUZIANIA,GO,01/11/2022,4.935
GUARAPUAVA,PR,01/11/2022,15.749
FRANCISCO MORATO,SP,01/11/2022,26.535
NOSSA SENHORA DO SOCORRO,SE,01/11/2022,29.526
AGUAS LINDAS DE GOIAS,GO,01/11/2022,4.994
CAMARAGIBE,PE,01/11/2022,8.376
TERESOPOLIS,RJ,01/11/2022,46.817
LAGES,SC,01/11/2022,20.992
ITU,SP,01/11/2022,17.830
PARAUAPEBAS,PA,01/11/2022,21.234
POCOS DE CALDAS,MG,01/11/2022,49.418
TIMON,MA,01/11/2022,9.160
NILOPOLIS,RJ,01/11/2022,12.357
JEQUIE,BA,01/11/2022,8.184
CAXIAS,MA,01/11/2022,8.497
SAO JOSE DE RIBAMAR,MA,01/11/2022,20.538
PINDAMONHANGABA,SP,01/11/2022,7.957
BRAGANCA PAULISTA,SP,01/11/2022,38.489
PARNAIBA,PI,01/11/2022,7.219
SAO CAETANO DO SUL,SP,01/11/2022,145.818
QUEIMADOS,RJ,01/11/2022,5.441
ITAPETININGA,SP,01/11/2022,19.488
PARANAGUA,PR,01/11/2022,24.404
JARAGUA DO SUL,SC,01/11/2022,43.796
LINHARES,ES,01/11/2022,7.765
PALHOCA,SC,01/11/2022,45.647
TEIXEIRA DE FREITAS,BA,01/11/2022,24.188
VALPARAISO DE GOIAS,GO,01/11/2022,34.353
PATOS DE MINAS,MG,01/11/2022,14.404
ALAGOINHAS,BA,01/11/2022,2.498
MOGI GUACU,SP,01/11/2022,36.521
ITAPECERICA DA SERRA,SP,01/11/2022,25.807
ABAETETUBA,PA,01/11/2022,682
ARAGUAINA,TO,01/11/2022,7.605
TEOFILO OTONI,MG,01/11/2022,12.498
SAPUCAIA DO SUL,RS,01/11/2022,34.227
JAU,SP,01/11/2022,13.325
BARREIRAS,BA,01/11/2022,9.916
POUSO ALEGRE,MG,01/11/2022,40.462
VITORIA DE SANTO ANTAO,PE,01/11/2022,16.522
MARICA,RJ,01/11/2022,12.984
BOTUCATU,SP,01/11/2022,27.107
BARBACENA,MG,01/11/2022,8.819
GARANHUNS,PE,01/11/2022,33.035
ATIBAIA,SP,01/11/2022,21.722
PORTO SEGURO,BA,01/11/2022,10.058
VARGINHA,MG,01/11/2022,35.145
URUGUAIANA,RS,01/11/2022,10.822
APUCARANA,PR,01/11/2022,8.358
CUBATAO,SP,01/11/2022,6.926
SANTA RITA,PB,01/11/2022,6.423
RESENDE,RJ,01/11/2022,35.777
ARAUCARIA,PR,01/11/2022,10.844
ARARAS,SP,01/11/2022,19.931
CRATO,CE,01/11/2022,19.452
PINHAIS,PR,01/11/2022,47.526
CACHOEIRINHA,RS,01/11/2022,10.681
SABARA,MG,01/11/2022,5.780
SANTA CRUZ DO SUL,RS,01/11/2022,13.527
CONSELHEIRO LAFAIETE,MG,01/11/2022,22.046
SIMOES FILHO,BA,01/11/2022,1.580
CAMETA,PA,01/11/2022,1.366
BAGE,RS,01/11/2022,8.706
TOLEDO,PR,01/11/2022,42.194
FRANCO DA ROCHA,SP,01/11/2022,10.027
CATANDUVA,SP,01/11/2022,19.166
VARZEA PAULISTA,SP,01/11/2022,30.568
SANTANA DE PARNAIBA,SP,01/11/2022,94.085
GUARATINGUETA,SP,01/11/2022,12.163
ITAPIPOCA,CE,01/11/2022,2.019
BARRETOS,SP,01/11/2022,32.504
MARITUBA,PA,01/11/2022,3.925
SERTAOZINHO,SP,01/11/2022,8.216
BAYEUX,PB,01/11/2022,3.352
SINOP,MT,01/11/2022,56.885
VOTORANTIM,SP,01/11/2022,42.742
CODO,MA,01/11/2022,532
ITAGUAI,RJ,01/11/2022,8.754
JI PARANA,RO,01/11/2022,9.836
MARANGUAPE,CE,01/11/2022,2.322
ITABIRA,MG,01/11/2022,4.827
BIRIGUI,SP,01/11/2022,15.753
ARARUAMA,RJ,01/11/2022,16.368
BRAGANCA,PA,01/11/2022,3.518
CAMPO LARGO,PR,01/11/2022,8.181
PACO DO LUMIAR,MA,01/11/2022,3.887
ARAGUARI,MG,01/11/2022,18.379
SALTO,SP,01/11/2022,40.317
VESPASIANO,MG,01/11/2022,2.848
SAO MATEUS,ES,01/11/2022,7.803
PASSOS,MG,01/11/2022,20.129
VALINHOS,SP,01/11/2022,63.764
TATUI,SP,01/11/2022,9.390
ALMIRANTE TAMANDARE,PR,01/11/2022,7.179
RIO DAS OSTRAS,RJ,01/11/2022,44.247
CORONEL FABRICIANO,MG,01/11/2022,25.690
BRUSQUE,SC,01/11/2022,4.459
COLATINA,ES,01/11/2022,5.180
BENTO GONCALVES,RS,01/11/2022,28.086
TRINDADE,GO,01/11/2022,18.534
RIBEIRAO PIRES,SP,01/11/2022,6.871
ARAPONGAS,PR,01/11/2022,15.894
PAULO AFONSO,BA,01/11/2022,4.845
POA,SP,01/11/2022,35.013
GUARAPARI,ES,01/11/2022,8.354
CARAGUATATUBA,SP,01/11/2022,17.811
OURINHOS,SP,01/11/2022,22.288
BALNEARIO CAMBORIU,SC,01/11/2022,136.049
SANTANA,AP,01/11/2022,1.039
ITATIBA,SP,01/11/2022,16.796
BARCARENA,PA,01/11/2022,2.954
UMUARAMA,PR,01/11/2022,18.372
PATOS,PB,01/11/2022,2.209
MURIAE,MG,01/11/2022,13.375
IGARASSU,PE,01/11/2022,5.512
UBA,MG,01/11/2022,24.384
NOVO GAMA,GO,01/11/2022,776
ACAILANDIA,MA,01/11/2022,1.946
TRES LAGOAS,MS,01/11/2022,12.743
EUNAPOLIS,BA,01/11/2022,13.610
FORMOSA,GO,01/11/2022,5.444
CORUMBA,MS,01/11/2022,7.618
SAO LOURENCO DA MATA,PE,01/11/2022,5.185
JAPERI,RJ,01/11/2022,7.085
TUBARAO,SC,01/11/2022,7.269
CAMBE,PR,01/11/2022,21.176
ABREU E LIMA,PE,01/11/2022,5.324
GUAIBA,RS,01/11/2022,10.144
BACABAL,MA,01/11/2022,1.601
ERECHIM,RS,01/11/2022,4.264
PARINTINS,AM,01/11/2022,501
ITUIUTABA,MG,01/11/2022,19.971
JANDIRA,SP,01/11/2022,9.354
ASSIS,SP,01/11/2022,22.621
TUCURUI,PA,01/11/2022,877
CAIEIRAS,SP,01/11/2022,37.668
ARAXA,MG,01/11/2022,8.962
LAVRAS,MG,01/11/2022,5.570
BARRA DO PIRAI,RJ,01/11/2022,1.863
IGUATU,CE,01/11/2022,9.846
SANTA CRUZ DO CAPIBARIBE,PE,01/11/2022,1.077
ITAPERUNA,RJ,01/11/2022,11.516
ALTAMIRA,PA,01/11/2022,5.379
LEME,SP,01/11/2022,19.522
LAGARTO,SE,01/11/2022,666
ITUMBIARA,GO,01/11/2022,8.458
PARAGOMINAS,PA,01/11/2022,4.561
SANTO ANTONIO DE JESUS,BA,01/11/2022,6.254
ITAJUBA,MG,01/11/2022,7.178
ITAITUBA,PA,01/11/2022,490
PIRAQUARA,PR,01/11/2022,12.121
ITANHAEM,SP,01/11/2022,22.554
SAO GONCALO DO AMARANTE,RN,01/11/2022,2.305
ITAPEVA,SP,01/11/2022,9.053
CAMPO MOURAO,PR,01/11/2022,17.801
SARANDI,PR,01/11/2022,36.953
SAO PEDRO DA ALDEIA,RJ,01/11/2022,4.563
SENADOR CANEDO,GO,01/11/2022,10.165
ITABAIANA,SE,01/11/2022,694
ITAUNA,MG,01/11/2022,14.871
CATALAO,GO,01/11/2022,7.019
ARIQUEMES,RO,01/11/2022,6.143
VOTUPORANGA,SP,01/11/2022,15.467
CACAPAVA,SP,01/11/2022,14.700
JATAI,GO,01/11/2022,5.692
VALENCA,BA,01/11/2022,945
MOGI MIRIM,SP,01/11/2022,19.827
SAO JOAO DA BOA VISTA,SP,01/11/2022,37.866
PAULINIA,SP,01/11/2022,14.642
SAO JOAO DEL REI,MG,01/11/2022,4.326
ITACOATIARA,AM,01/11/2022,171
LORENA,SP,01/11/2022,28.159
ESTEIO,RS,01/11/2022,7.211
TIMOTEO,MG,01/11/2022,8.602
FAZENDA RIO GRANDE,PR,01/11/2022,25.226
PARA DE MINAS,MG,01/11/2022,13.810
MAIRIPORA,SP,01/11/2022,3.205
CANDEIAS,BA,01/11/2022,810
BREVES,PA,01/11/2022,415
TANGARA DA SERRA,MT,01/11/2022,11.297
PARANAVAI,PR,01/11/2022,4.750
CARATINGA,MG,01/11/2022,10.970
AVARE,SP,01/11/2022,17.198
CACERES,MT,01/11/2022,1.746
PARACATU,MG,01/11/2022,3.536
SANTANA DO LIVRAMENTO,RS,01/11/2022,1.410
NOVA LIMA,MG,01/11/2022,18.799
CACHOEIRA DO SUL,RS,01/11/2022,952
UBATUBA,SP,01/11/2022,12.128
SAO ROQUE,SP,01/11/2022,14.186
ARACRUZ,ES,01/11/2022,5.522
SAO CRISTOVAO,SE,01/11/2022,2.794
PATROCINIO,MG,01/11/2022,6.046
IPOJUCA,PE,01/11/2022,6.430
SEROPEDICA,RJ,01/11/2022,8.245
PLANALTINA,GO,01/11/2022,1.330
CRUZEIRO,SP,01/11/2022,4.684
IJUI,RS,01/11/2022,4.672
TRES RIOS,RJ,01/11/2022,4.620
BARRA DO CORDA,MA,01/11/2022,62
MANHUACU,MG,01/11/2022,6.966
MATAO,SP,01/11/2022,10.877
ARUJA,SP,01/11/2022,32.351
SERRA TALHADA,PE,01/11/2022,791
GURUPI,TO,01/11/2022,2.062
ARARIPINA,PE,01/11/2022,3.460
FRANCISCO BELTRAO,PR,01/11/2022,4.230
QUIXADA,CE,01/11/2022,4.603
GUANAMBI,BA,01/11/2022,8.707
SAPIRANGA,RS,01/11/2022,12.484
SANTO ANGELO,RS,01/11/2022,8.239
JACOBINA,BA,01/11/2022,675
PINHEIRO,MA,01/11/2022,79
CARPINA,PE,01/11/2022,7.212
CAMPO LIMPO PAULISTA,SP,01/11/2022,19.122
JOAO MONLEVADE,MG,01/11/2022,3.265
CACOAL,RO,01/11/2022,2.658
BEBEDOURO,SP,01/11/2022,13.706
VILHENA,RO,01/11/2022,2.164
GRAVATA,PE,01/11/2022,3.083
PACATUBA,CE,01/11/2022,3.791
SERRINHA,BA,01/11/2022,3.191
CANINDE,CE,01/11/2022,7.326
LAJEADO,RS,01/11/2022,4.233
SAO BENTO DO SUL,SC,01/11/2022,976
ALFENAS,MG,01/11/2022,13.273
GOIANA,PE,01/11/2022,2.954
ALEGRETE,RS,01/11/2022,475
NOVA SERRANA,MG,01/11/2022,9.222
PONTA PORA,MS,01/11/2022,10.318
PATO BRANCO,PR,01/11/2022,4.250
VICOSA,MG,01/11/2022,12.577
CRUZEIRO DO SUL,AC,01/11/2022,1.400
SAO SEBASTIAO,SP,01/11/2022,11.029
TRES CORACOES,MG,01/11/2022,4.818
SAQUAREMA,RJ,01/11/2022,2.990
PICOS,PI,01/11/2022,2.311
LINS,SP,01/11/2022,16.667
JABOTICABAL,SP,01/11/2022,14.052
CURVELO,MG,01/11/2022,3.480
REDENCAO,PA,01/11/2022,1.055
TELEMACO BORBA,PR,01/11/2022,11.932
UNAI,MG,01/11/2022,16.144
CACADOR,SC,01/11/2022,975
BELO JARDIM,PE,01/11/2022,1.846
SAO FELIX DO XINGU,PA,01/11/2022,468
CATAGUASES,MG,01/11/2022,10.570
PIRASSUNUNGA,SP,01/11/2022,4.422
CRATEUS,CE,01/11/2022,5.927
CALDAS NOVAS,GO,01/11/2022,15.085
AQUIRAZ,CE,01/11/2022,5.927
RIO LARGO,AL,01/11/2022,2.053
IBIUNA,SP,01/11/2022,1.948
VALENCA,RJ,01/11/2022,1.400
PALMEIRA DOS INDIOS,AL,01/11/2022,1.624
ARCOVERDE,PE,01/11/2022,709
QUIXERAMOBIM,CE,01/11/2022,1.146
CIANORTE,PR,01/11/2022,18.931
OURO PRETO,MG,01/11/2022,24.746
VIANA,ES,01/11/2022,2.309
CAJAMAR,SP,01/11/2022,15.534
CHAPADINHA,MA,01/11/2022,773
ARACATI,CE,01/11/2022,2.972
TIANGUA,CE,01/11/2022,896
RUSSAS,CE,01/11/2022,4.644
CONCORDIA,SC,01/11/2022,2.945
DIAS DAVILA,BA,01/11/2022,6.103
CASTRO,PR,01/11/2022,888
CAMBORIU,SC,01/11/2022,14.269
SANTA ROSA,RS,01/11/2022,4.522
ITAPIRA,SP,01/11/2022,12.358
MOCOCA,SP,01/11/2022,2.082
CEARA MIRIM,RN,01/11/2022,483
MACAIBA,RN,01/11/2022,799
VINHEDO,SP,01/11/2022,31.203
FERNANDOPOLIS,SP,01/11/2022,3.572
SAO SEBASTIAO DO PARAISO,MG,01/11/2022,1.868
AMPARO,SP,01/11/2022,8.452
FORMIGA,MG,01/11/2022,8.974
CASCAVEL,CE,01/11/2022,864
EMBU GUACU,SP,01/11/2022,7.414
SOUSA,PB,01/11/2022,5.176
NAVEGANTES,SC,01/11/2022,12.529
VENANCIO AIRES,RS,01/11/2022,307
FARROUPILHA,RS,01/11/2022,13.742
TUPA,SP,01/11/2022,3.195
SORRISO,MT,01/11/2022,3.961
ESTANCIA,SE,01/11/2022,5.102
ICO,CE,01/11/2022,1.237
CAICO,RN,01/11/2022,3.395
CRUZ ALTA,RS,01/11/2022,4.272
CAMAQUA,RS,01/11/2022,1.186
LENCOIS PAULISTA,SP,01/11/2022,2.740
CAPANEMA,PA,01/11/2022,1.835
SANTO ANTONIO DO DESCOBERTO,GO,01/11/2022,1.121
OURICURI,PE,01/11/2022,107
ESCADA,PE,01/11/2022,1.630
ITAMARAJU,BA,01/11/2022,3.152
BRUMADO,BA,01/11/2022,356
PACAJUS,CE,01/11/2022,2.121
PESQUEIRA,PE,01/11/2022,1.010
VACARIA,RS,01/11/2022,527
CONCEICAO DO COITE,BA,01/11/2022,5.220
SAO BORJA,RS,01/11/2022,1.372
RIO DO SUL,SC,01/11/2022,4.439
CRUZ DAS ALMAS,BA,01/11/2022,1.374
ARARANGUA,SC,01/11/2022,10.189
JANUARIA,MG,01/11/2022,3.819
CARAZINHO,RS,01/11/2022,1.304
ITABERABA,BA,01/11/2022,1.200
COSMOPOLIS,SP,01/11/2022,11.010
PENAPOLIS,SP,01/11/2022,5.519
GOIANESIA,GO,01/11/2022,739
MORADA NOVA,CE,01/11/2022,551
CAMPO BOM,RS,01/11/2022,11.635
PENEDO,AL,01/11/2022,7.573
CAMOCIM,CE,01/11/2022,487
BOM JESUS DA LAPA,BA,01/11/2022,62
PEDRO LEOPOLDO,MG,01/11/2022,4.680
ROLANDIA,PR,01/11/2022,13.366
BIGUACU,SC,01/11/2022,6.485
UNIAO DOS PALMARES,AL,01/11/2022,257
BEZERROS,PE,01/11/2022,2.251
LUIS EDUARDO MAGALHAES,BA,01/11/2022,17.931
PERUIBE,SP,01/11/2022,4.000
MONTENEGRO,RS,01/11/2022,3.816
PALMARES,PE,01/11/2022,2.264
SURUBIM,PE,01/11/2022,280
CIDADE OCIDENTAL,GO,01/11/2022,1.891
GASPAR,SC,01/11/2022,2.102
ICARA,SC,01/11/2022,1.336
BATATAIS,SP,01/11/2022,1.074
GRAJAU,MA,01/11/2022,202
PONTE NOVA,MG,01/11/2022,3.427
SANTO AMARO,BA,01/11/2022,275
HORIZONTE,CE,01/11/2022,3.423
ACARAU,CE,01/11/2022,111
MORENO,PE,01/11/2022,738
UNIAO DA VITORIA,PR,01/11/2022,2.681
SANTA IZABEL DO PARA,PA,01/11/2022,232
LIMOEIRO DO NORTE,CE,01/11/2022,2.643
ANDRADINA,SP,01/11/2022,8.450
BARRA DO GARCAS,MT,01/11/2022,2.442
GUARABIRA,PB,01/11/2022,2.510
MIRASSOL,SP,01/11/2022,6.135
INDAIAL,SC,01/11/2022,9.970
SALGUEIRO,PE,01/11/2022,1.179
TRES PONTAS,MG,01/11/2022,470
SAO MIGUEL DOS CAMPOS,AL,01/11/2022,1.433
IRATI,PR,01/11/2022,2.436
RIO BONITO,RJ,01/11/2022,2.471
BARBALHA,CE,01/11/2022,5.105
IBITINGA,SP,01/11/2022,6.258
LAGOA SANTA,MG,01/11/2022,5.029
TAQUARA,RS,01/11/2022,3.219
PIRAPORA,MG,01/11/2022,1.891
TAUA,CE,01/11/2022,432
LIMOEIRO,PE,01/11/2022,1.957
CABEDELO,PB,01/11/2022,19.429
REGISTRO,SP,01/11/2022,608
TIMBAUBA,PE,01/11/2022,734
TAQUARITINGA,SP,01/11/2022,1.597
CACHOEIRAS DE MACACU,RJ,01/11/2022,116
CANOINHAS,SC,01/11/2022,918
MARIANA,MG,01/11/2022,8.896
PORTO FERREIRA,SP,01/11/2022,6.437
FRUTAL,MG,01/11/2022,915
GUAPIMIRIM,RJ,01/11/2022,2.580
SAO BENTO DO UNA,PE,01/11/2022,274
CAMPO BELO,MG,01/11/2022,15.311
SAO PAULO,SP,01/12/2022,1.805.036
RIO DE JANEIRO,RJ,01/12/2022,1.637.863
SALVADOR,BA,01/12/2022,351.847
BRASILIA,DF,01/12/2022,1.352.818
FORTALEZA,CE,01/12/2022,261.308
BELO HORIZONTE,MG,01/12/2022,707.363
MANAUS,AM,01/12/2022,352.051
CURITIBA,PR,01/12/2022,1.157.812
RECIFE,PE,01/12/2022,177.528
BELEM,PA,01/12/2022,203.623
PORTO ALEGRE,RS,01/12/2022,554.521
GOIANIA,GO,01/12/2022,701.684
GUARULHOS,SP,01/12/2022,136.750
CAMPINAS,SP,01/12/2022,383.305
SAO LUIS,MA,01/12/2022,164.765
SAO GONCALO,RJ,01/12/2022,193.866
MACEIO,AL,01/12/2022,106.546
DUQUE DE CAXIAS,RJ,01/12/2022,83.997
NATAL,RN,01/12/2022,255.544
TERESINA,PI,01/12/2022,256.849
NOVA IGUACU,RJ,01/12/2022,40.267
CAMPO GRANDE,MS,01/12/2022,203.604
JOAO PESSOA,PB,01/12/2022,327.637
SAO BERNARDO DO CAMPO,SP,01/12/2022,368.139
OSASCO,SP,01/12/2022,95.598
SANTO ANDRE,SP,01/12/2022,212.188
JABOATAO DOS GUARARAPES,PE,01/12/2022,76.828
SAO JOSE DOS CAMPOS,SP,01/12/2022,337.440
CONTAGEM,MG,01/12/2022,56.410
RIBEIRAO PRETO,SP,01/12/2022,229.486
UBERLANDIA,MG,01/12/2022,304.480
SOROCABA,SP,01/12/2022,391.017
ARACAJU,SE,01/12/2022,72.496
CUIABA,MT,01/12/2022,136.312
FEIRA DE SANTANA,BA,01/12/2022,87.845
JUIZ DE FORA,MG,01/12/2022,243.545
JOINVILLE,SC,01/12/2022,57.760
LONDRINA,PR,01/12/2022,215.125
BELFORD ROXO,RJ,01/12/2022,40.447
ANANINDEUA,PA,01/12/2022,81.507
SAO JOAO DE MERITI,RJ,01/12/2022,21.078
APARECIDA DE GOIANIA,GO,01/12/2022,56.303
NITEROI,RJ,01/12/2022,314.234
CAMPOS DOS GOYTACAZES,RJ,01/12/2022,143.910
CAXIAS DO SUL,RS,01/12/2022,34.719
MAUA,SP,01/12/2022,73.136
FLORIANOPOLIS,SC,01/12/2022,385.198
VILA VELHA,ES,01/12/2022,238.675
SANTOS,SP,01/12/2022,64.477
SAO JOSE DO RIO PRETO,SP,01/12/2022,116.186
PORTO VELHO,RO,01/12/2022,105.536
SERRA,ES,01/12/2022,147.927
DIADEMA,SP,01/12/2022,32.995
OLINDA,PE,01/12/2022,37.040
MACAPA,AP,01/12/2022,44.523
BETIM,MG,01/12/2022,126.760
CAMPINA GRANDE,PB,01/12/2022,45.595
MOGI DAS CRUZES,SP,01/12/2022,93.224
CARAPICUIBA,SP,01/12/2022,119.824
PIRACICABA,SP,01/12/2022,221.713
MONTES CLAROS,MG,01/12/2022,31.950
JUNDIAI,SP,01/12/2022,140.086
MARINGA,PR,01/12/2022,263.351
CARIACICA,ES,01/12/2022,66.399
BAURU,SP,01/12/2022,44.372
ANAPOLIS,GO,01/12/2022,61.552
RIO BRANCO,AC,01/12/2022,80.086
CANOAS,RS,01/12/2022,153.958
SAO VICENTE,SP,01/12/2022,18.303
VITORIA,ES,01/12/2022,138.457
PELOTAS,RS,01/12/2022,82.552
FRANCA,SP,01/12/2022,140.150
ITAQUAQUECETUBA,SP,01/12/2022,14.963
BLUMENAU,SC,01/12/2022,76.436
PONTA GROSSA,PR,01/12/2022,85.591
CARUARU,PE,01/12/2022,105.892
CAUCAIA,CE,01/12/2022,8.403
RIBEIRAO DAS NEVES,MG,01/12/2022,23.239
VITORIA DA CONQUISTA,BA,01/12/2022,67.614
PAULISTA,PE,01/12/2022,59.003
PETROPOLIS,RJ,01/12/2022,20.193
GUARUJA,SP,01/12/2022,42.879
UBERABA,MG,01/12/2022,111.677
PETROLINA,PE,01/12/2022,64.634
BOA VISTA,RR,01/12/2022,16.500
TAUBATE,SP,01/12/2022,71.552
CASCAVEL,PR,01/12/2022,105.452
SANTAREM,PA,01/12/2022,55.030
LIMEIRA,SP,01/12/2022,44.284
SUZANO,SP,01/12/2022,48.297
SAO JOSE DOS PINHAIS,PR,01/12/2022,92.622
PRAIA GRANDE,SP,01/12/2022,177.560
GOVERNADOR VALADARES,MG,01/12/2022,28.179
VOLTA REDONDA,RJ,01/12/2022,43.006
GRAVATAI,RS,01/12/2022,64.319
MOSSORO,RN,01/12/2022,61.486
SANTA MARIA,RS,01/12/2022,17.219
FOZ DO IGUACU,PR,01/12/2022,62.714
VARZEA GRANDE,MT,01/12/2022,36.457
NOVO HAMBURGO,RS,01/12/2022,116.776
IMPERATRIZ,MA,01/12/2022,13.075
JUAZEIRO DO NORTE,CE,01/12/2022,38.972
SUMARE,SP,01/12/2022,74.834
BARUERI,SP,01/12/2022,208.609
IPATINGA,MG,01/12/2022,21.499
CAMACARI,BA,01/12/2022,25.618
VIAMAO,RS,01/12/2022,26.292
EMBU DAS ARTES,SP,01/12/2022,46.122
ITABORAI,RJ,01/12/2022,7.663
TABOAO DA SERRA,SP,01/12/2022,40.328
MAGE,RJ,01/12/2022,19.704
MARABA,PA,01/12/2022,32.450
PALMAS,TO,01/12/2022,18.514
SAO CARLOS,SP,01/12/2022,83.525
COLOMBO,PR,01/12/2022,44.935
ARAPIRACA,AL,01/12/2022,56.323
MARILIA,SP,01/12/2022,32.524
SETE LAGOAS,MG,01/12/2022,36.954
SAO LEOPOLDO,RS,01/12/2022,65.297
DIVINOPOLIS,MG,01/12/2022,84.266
MARACANAU,CE,01/12/2022,8.420
AMERICANA,SP,01/12/2022,63.833
JACAREI,SP,01/12/2022,69.166
ITAPEVI,SP,01/12/2022,61.699
PARNAMIRIM,RN,01/12/2022,20.765
PRESIDENTE PRUDENTE,SP,01/12/2022,69.920
ARARAQUARA,SP,01/12/2022,89.496
MACAE,RJ,01/12/2022,82.271
ITABUNA,BA,01/12/2022,7.342
SAO JOSE,SC,01/12/2022,85.020
SANTA LUZIA,MG,01/12/2022,22.520
INDAIATUBA,SP,01/12/2022,140.818
ALVORADA,RS,01/12/2022,9.341
COTIA,SP,01/12/2022,53.608
JUAZEIRO,BA,01/12/2022,16.636
HORTOLANDIA,SP,01/12/2022,92.190
RIO GRANDE,RS,01/12/2022,14.541
DOURADOS,MS,01/12/2022,36.012
CRICIUMA,SC,01/12/2022,42.778
RONDONOPOLIS,MT,01/12/2022,43.411
CACHOEIRO DE ITAPEMIRIM,ES,01/12/2022,11.500
CABO FRIO,RJ,01/12/2022,38.296
RIO CLARO,SP,01/12/2022,66.875
SOBRAL,CE,01/12/2022,26.642
SANTA BARBARA DOESTE,SP,01/12/2022,17.254
PASSO FUNDO,RS,01/12/2022,38.439
ARACATUBA,SP,01/12/2022,77.362
CHAPECO,SC,01/12/2022,34.302
ITAJAI,SC,01/12/2022,28.177
ILHEUS,BA,01/12/2022,11.730
CABO DE SANTO AGOSTINHO,PE,01/12/2022,13.355
MESQUITA,RJ,01/12/2022,45.201
FERRAZ DE VASCONCELOS,SP,01/12/2022,11.736
NOVA FRIBURGO,RJ,01/12/2022,17.476
BARRA MANSA,RJ,01/12/2022,25.415
LAURO DE FREITAS,BA,01/12/2022,55.426
CASTANHAL,PA,01/12/2022,6.011
RIO VERDE,GO,01/12/2022,18.182
IBIRITE,MG,01/12/2022,21.488
ANGRA DOS REIS,RJ,01/12/2022,19.914
LUZIANIA,GO,01/12/2022,5.099
GUARAPUAVA,PR,01/12/2022,16.267
FRANCISCO MORATO,SP,01/12/2022,28.300
NOSSA SENHORA DO SOCORRO,SE,01/12/2022,27.128
AGUAS LINDAS DE GOIAS,GO,01/12/2022,5.395
CAMARAGIBE,PE,01/12/2022,8.428
TERESOPOLIS,RJ,01/12/2022,46.794
LAGES,SC,01/12/2022,21.362
ITU,SP,01/12/2022,18.841
PARAUAPEBAS,PA,01/12/2022,23.536
