Cidade;Uf;mes/ano;mub
ARARAQUARA;SP;01/12/2022;22739
MACAE;RJ;01/12/2022;20347
ITABUNA;BA;01/12/2022;5360
SAO JOSE;SC;01/12/2022;29279
SANTA LUZIA;MG;01/12/2022;9116
INDAIATUBA;SP;01/12/2022;31648
ALVORADA;RS;01/12/2022;6239
COTIA;SP;01/12/2022;18276
JUAZEIRO;BA;01/12/2022;6554
HORTOLANDIA;SP;01/12/2022;24811
RIO GRANDE;RS;01/12/2022;9045
DOURADOS;MS;01/12/2022;12549
CRICIUMA;SC;01/12/2022;13073
RONDONOPOLIS;MT;01/12/2022;12648
CACHOEIRO DE ITAPEMIRIM;ES;01/12/2022;7989
CABO FRIO;RJ;01/12/2022;15819
RIO CLARO;SP;01/12/2022;17371
SOBRAL;CE;01/12/2022;8649
SANTA BARBARA DOESTE;SP;01/12/2022;9162
PASSO FUNDO;RS;01/12/2022;13660
ARACATUBA;SP;01/12/2022;20143
CHAPECO;SC;01/12/2022;10074
ITAJAI;SC;01/12/2022;14096
ILHEUS;BA;01/12/2022;5793
CABO DE SANTO AGOSTINHO;PE;01/12/2022;5810
MESQUITA;RJ;01/12/2022;14704
FERRAZ DE VASCONCELOS;SP;01/12/2022;7450
NOVA FRIBURGO;RJ;01/12/2022;7501
BARRA MANSA;RJ;01/12/2022;9594
LAURO DE FREITAS;BA;01/12/2022;16414
CASTANHAL;PA;01/12/2022;4037
RIO VERDE;GO;01/12/2022;7396
IBIRITE;MG;01/12/2022;8766
ANGRA DOS REIS;RJ;01/12/2022;7840
LUZIANIA;GO;01/12/2022;3998
GUARAPUAVA;PR;01/12/2022;6891
FRANCISCO MORATO;SP;01/12/2022;9764
NOSSA SENHORA DO SOCORRO;SE;01/12/2022;11783
AGUAS LINDAS DE GOIAS;GO;01/12/2022;4280
CAMARAGIBE;PE;01/12/2022;4416
TERESOPOLIS;RJ;01/12/2022;13036
LAGES;SC;01/12/2022;7335
ITU;SP;01/12/2022;9805
PARAUAPEBAS;PA;01/12/2022;8260
POCOS DE CALDAS;MG;01/12/2022;13154
TIMON;MA;01/12/2022;3193
NILOPOLIS;RJ;01/12/2022;8083
JEQUIE;BA;01/12/2022;4146
CAXIAS;MA;01/12/2022;3773
SAO JOSE DE RIBAMAR;MA;01/12/2022;6893
PINDAMONHANGABA;SP;01/12/2022;4986
BRAGANCA PAULISTA;SP;01/12/2022;12654
PARNAIBA;PI;01/12/2022;3185
SAO CAETANO DO SUL;SP;01/12/2022;31164
QUEIMADOS;RJ;01/12/2022;4210
ITAPETININGA;SP;01/12/2022;7951
PARANAGUA;PR;01/12/2022;8280
JARAGUA DO SUL;SC;01/12/2022;12771
LINHARES;ES;01/12/2022;5779
PALHOCA;SC;01/12/2022;17298
TEIXEIRA DE FREITAS;BA;01/12/2022;9805
VALPARAISO DE GOIAS;GO;01/12/2022;12092
PATOS DE MINAS;MG;01/12/2022;7886
ALAGOINHAS;BA;01/12/2022;1503
MOGI GUACU;SP;01/12/2022;10929
ITAPECERICA DA SERRA;SP;01/12/2022;8636
ABAETETUBA;PA;01/12/2022;562
ARAGUAINA;TO;01/12/2022;3382
TEOFILO OTONI;MG;01/12/2022;4938
SAPUCAIA DO SUL;RS;01/12/2022;10469
JAU;SP;01/12/2022;7678
BARREIRAS;BA;01/12/2022;4717
POUSO ALEGRE;MG;01/12/2022;11626
VITORIA DE SANTO ANTAO;PE;01/12/2022;6505
MARICA;RJ;01/12/2022;9110
BOTUCATU;SP;01/12/2022;9541
BARBACENA;MG;01/12/2022;4150
GARANHUNS;PE;01/12/2022;10440
ATIBAIA;SP;01/12/2022;10038
PORTO SEGURO;BA;01/12/2022;5479
VARGINHA;MG;01/12/2022;11360
URUGUAIANA;RS;01/12/2022;4205
APUCARANA;PR;01/12/2022;4981
CUBATAO;SP;01/12/2022;3220
SANTA RITA;PB;01/12/2022;3205
RESENDE;RJ;01/12/2022;10427
ARAUCARIA;PR;01/12/2022;6952
ARARAS;SP;01/12/2022;7524
CRATO;CE;01/12/2022;7730
PINHAIS;PR;01/12/2022;13415
CACHOEIRINHA;RS;01/12/2022;6389
SABARA;MG;01/12/2022;3011
SANTA CRUZ DO SUL;RS;01/12/2022;5293
CONSELHEIRO LAFAIETE;MG;01/12/2022;7873
SIMOES FILHO;BA;01/12/2022;1391
CAMETA;PA;01/12/2022;705
BAGE;RS;01/12/2022;3407
TOLEDO;PR;01/12/2022;10816
FRANCO DA ROCHA;SP;01/12/2022;5975
CATANDUVA;SP;01/12/2022;7512
VARZEA PAULISTA;SP;01/12/2022;10260
SANTANA DE PARNAIBA;SP;01/12/2022;20512
GUARATINGUETA;SP;01/12/2022;6463
ITAPIPOCA;CE;01/12/2022;1098
BARRETOS;SP;01/12/2022;10035
MARITUBA;PA;01/12/2022;1584
SERTAOZINHO;SP;01/12/2022;5214
BAYEUX;PB;01/12/2022;2184
SINOP;MT;01/12/2022;14615
VOTORANTIM;SP;01/12/2022;12377
CODO;MA;01/12/2022;373
ITAGUAI;RJ;01/12/2022;4455
JI PARANA;RO;01/12/2022;4244
MARANGUAPE;CE;01/12/2022;959
ITABIRA;MG;01/12/2022;3649
BIRIGUI;SP;01/12/2022;6571
ARARUAMA;RJ;01/12/2022;6432
BRAGANCA;PA;01/12/2022;1522
CAMPO LARGO;PR;01/12/2022;5284
PACO DO LUMIAR;MA;01/12/2022;1905
ARAGUARI;MG;01/12/2022;6481
SALTO;SP;01/12/2022;11850
VESPASIANO;MG;01/12/2022;2369
SAO MATEUS;ES;01/12/2022;3615
PASSOS;MG;01/12/2022;7548
VALINHOS;SP;01/12/2022;15114
TATUI;SP;01/12/2022;5540
ALMIRANTE TAMANDARE;PR;01/12/2022;3632
RIO DAS OSTRAS;RJ;01/12/2022;15560
CORONEL FABRICIANO;MG;01/12/2022;8785
BRUSQUE;SC;01/12/2022;3409
COLATINA;ES;01/12/2022;2957
BENTO GONCALVES;RS;01/12/2022;10085
TRINDADE;GO;01/12/2022;7039
RIBEIRAO PIRES;SP;01/12/2022;4201
ARAPONGAS;PR;01/12/2022;6473
PAULO AFONSO;BA;01/12/2022;2346
POA;SP;01/12/2022;10257
GUARAPARI;ES;01/12/2022;6749
CARAGUATATUBA;SP;01/12/2022;8730
OURINHOS;SP;01/12/2022;7037
BALNEARIO CAMBORIU;SC;01/12/2022;36711
SANTANA;AP;01/12/2022;1049
ITATIBA;SP;01/12/2022;6363
BARCARENA;PA;01/12/2022;1145
UMUARAMA;PR;01/12/2022;5417
PATOS;PB;01/12/2022;1944
MURIAE;MG;01/12/2022;5493
IGARASSU;PE;01/12/2022;2794
UBA;MG;01/12/2022;7229
NOVO GAMA;GO;01/12/2022;758
ACAILANDIA;MA;01/12/2022;1182
TRES LAGOAS;MS;01/12/2022;4793
EUNAPOLIS;BA;01/12/2022;5002
FORMOSA;GO;01/12/2022;3879
CORUMBA;MS;01/12/2022;2666
SAO LOURENCO DA MATA;PE;01/12/2022;2357
JAPERI;RJ;01/12/2022;3118
TUBARAO;SC;01/12/2022;4141
CAMBE;PR;01/12/2022;9068
ABREU E LIMA;PE;01/12/2022;2290
GUAIBA;RS;01/12/2022;3982
BACABAL;MA;01/12/2022;1119
ERECHIM;RS;01/12/2022;2369
PARINTINS;AM;01/12/2022;157
ITUIUTABA;MG;01/12/2022;6949
JANDIRA;SP;01/12/2022;5810
ASSIS;SP;01/12/2022;7737
TUCURUI;PA;01/12/2022;461
CAIEIRAS;SP;01/12/2022;10717
ARAXA;MG;01/12/2022;5573
LAVRAS;MG;01/12/2022;2279
BARRA DO PIRAI;RJ;01/12/2022;953
IGUATU;CE;01/12/2022;4113
SANTA CRUZ DO CAPIBARIBE;PE;01/12/2022;1037
ITAPERUNA;RJ;01/12/2022;4685
ALTAMIRA;PA;01/12/2022;1942
LEME;SP;01/12/2022;5962
LAGARTO;SE;01/12/2022;615
ITUMBIARA;GO;01/12/2022;3430
PARAGOMINAS;PA;01/12/2022;1624
SANTO ANTONIO DE JESUS;BA;01/12/2022;2725
ITAJUBA;MG;01/12/2022;4089
ITAITUBA;PA;01/12/2022;199
PIRAQUARA;PR;01/12/2022;5320
ITANHAEM;SP;01/12/2022;9587
SAO GONCALO DO AMARANTE;RN;01/12/2022;1835
ITAPEVA;SP;01/12/2022;3952
CAMPO MOURAO;PR;01/12/2022;5877
SARANDI;PR;01/12/2022;11578
SAO PEDRO DA ALDEIA;RJ;01/12/2022;3154
SENADOR CANEDO;GO;01/12/2022;5098
ITABAIANA;SE;01/12/2022;323
ITAUNA;MG;01/12/2022;4976
CATALAO;GO;01/12/2022;4225
ARIQUEMES;RO;01/12/2022;2730
VOTUPORANGA;SP;01/12/2022;5298
CACAPAVA;SP;01/12/2022;4609
JATAI;GO;01/12/2022;3268
VALENCA;BA;01/12/2022;536
MOGI MIRIM;SP;01/12/2022;5876
SAO JOAO DA BOA VISTA;SP;01/12/2022;9906
PAULINIA;SP;01/12/2022;8176
SAO JOAO DEL REI;MG;01/12/2022;1904
ITACOATIARA;AM;01/12/2022;57
LORENA;SP;01/12/2022;7647
ESTEIO;RS;01/12/2022;4801
TIMOTEO;MG;01/12/2022;3803
FAZENDA RIO GRANDE;PR;01/12/2022;9477
PARA DE MINAS;MG;01/12/2022;5656
MAIRIPORA;SP;01/12/2022;2386
CANDEIAS;BA;01/12/2022;551
BREVES;PA;01/12/2022;179
TANGARA DA SERRA;MT;01/12/2022;3595
PARANAVAI;PR;01/12/2022;3149
CARATINGA;MG;01/12/2022;4329
AVARE;SP;01/12/2022;5560
CACERES;MT;01/12/2022;754
PARACATU;MG;01/12/2022;2744
SANTANA DO LIVRAMENTO;RS;01/12/2022;778
NOVA LIMA;MG;01/12/2022;6377
CACHOEIRA DO SUL;RS;01/12/2022;1078
UBATUBA;SP;01/12/2022;8073
SAO ROQUE;SP;01/12/2022;4870
ARACRUZ;ES;01/12/2022;2169
SAO CRISTOVAO;SE;01/12/2022;2122
PATROCINIO;MG;01/12/2022;2972
IPOJUCA;PE;01/12/2022;3597
SEROPEDICA;RJ;01/12/2022;3279
PLANALTINA;GO;01/12/2022;1243
CRUZEIRO;SP;01/12/2022;2346
IJUI;RS;01/12/2022;2048
TRES RIOS;RJ;01/12/2022;1953
BARRA DO CORDA;MA;01/12/2022;79
MANHUACU;MG;01/12/2022;3222
MATAO;SP;01/12/2022;3589
ARUJA;SP;01/12/2022;9247
SERRA TALHADA;PE;01/12/2022;590
GURUPI;TO;01/12/2022;1089
ARARIPINA;PE;01/12/2022;1591
FRANCISCO BELTRAO;PR;01/12/2022;1646
QUIXADA;CE;01/12/2022;2577
GUANAMBI;BA;01/12/2022;5240
SAPIRANGA;RS;01/12/2022;5136
SANTO ANGELO;RS;01/12/2022;1602
JACOBINA;BA;01/12/2022;783
PINHEIRO;MA;01/12/2022;52
CARPINA;PE;01/12/2022;3559
CAMPO LIMPO PAULISTA;SP;01/12/2022;3355
JOAO MONLEVADE;MG;01/12/2022;3223
CACOAL;RO;01/12/2022;1956
BEBEDOURO;SP;01/12/2022;5397
VILHENA;RO;01/12/2022;631
GRAVATA;PE;01/12/2022;2826
PACATUBA;CE;01/12/2022;2522
SERRINHA;BA;01/12/2022;1650
CANINDE;CE;01/12/2022;1471
LAJEADO;RS;01/12/2022;3846
SAO BENTO DO SUL;SC;01/12/2022;964
ALFENAS;MG;01/12/2022;5765
GOIANA;PE;01/12/2022;616
ALEGRETE;RS;01/12/2022;556
NOVA SERRANA;MG;01/12/2022;5686
PONTA PORA;MS;01/12/2022;3736
PATO BRANCO;PR;01/12/2022;802
VICOSA;MG;01/12/2022;7856
CRUZEIRO DO SUL;AC;01/12/2022;952
SAO SEBASTIAO;SP;01/12/2022;7505
TRES CORACOES;MG;01/12/2022;1155
SAQUAREMA;RJ;01/12/2022;3234
PICOS;PI;01/12/2022;1747
LINS;SP;01/12/2022;6614
JABOTICABAL;SP;01/12/2022;2317
CURVELO;MG;01/12/2022;3396
REDENCAO;PA;01/12/2022;559
TELEMACO BORBA;PR;01/12/2022;5205
UNAI;MG;01/12/2022;2613
CACADOR;SC;01/12/2022;1246
BELO JARDIM;PE;01/12/2022;1340
SAO FELIX DO XINGU;PA;01/12/2022;174
CATAGUASES;MG;01/12/2022;1708
PIRASSUNUNGA;SP;01/12/2022;3358
CRATEUS;CE;01/12/2022;3332
CALDAS NOVAS;GO;01/12/2022;7582
AQUIRAZ;CE;01/12/2022;1484
RIO LARGO;AL;01/12/2022;2374
IBIUNA;SP;01/12/2022;1152
VALENCA;RJ;01/12/2022;793
PALMEIRA DOS INDIOS;AL;01/12/2022;447
ARCOVERDE;PE;01/12/2022;797
QUIXERAMOBIM;CE;01/12/2022;892
CIANORTE;PR;01/12/2022;9045
OURO PRETO;MG;01/12/2022;3747
VIANA;ES;01/12/2022;2490
CAJAMAR;SP;01/12/2022;7867
CHAPADINHA;MA;01/12/2022;525
ARACATI;CE;01/12/2022;1002
TIANGUA;CE;01/12/2022;1229
RUSSAS;CE;01/12/2022;2686
CONCORDIA;SC;01/12/2022;1555
DIAS DAVILA;BA;01/12/2022;1293
CASTRO;PR;01/12/2022;1016
CAMBORIU;SC;01/12/2022;7309
SANTA ROSA;RS;01/12/2022;2572
ITAPIRA;SP;01/12/2022;2056
MOCOCA;SP;01/12/2022;2300
CEARA MIRIM;RN;01/12/2022;378
MACAIBA;RN;01/12/2022;512
VINHEDO;SP;01/12/2022;4335
FERNANDOPOLIS;SP;01/12/2022;2577
SAO SEBASTIAO DO PARAISO;MG;01/12/2022;1687
AMPARO;SP;01/12/2022;3600
FORMIGA;MG;01/12/2022;1987
CASCAVEL;CE;01/12/2022;920
EMBU GUACU;SP;01/12/2022;3404
SOUSA;PB;01/12/2022;1074
NAVEGANTES;SC;01/12/2022;7413
VENANCIO AIRES;RS;01/12/2022;201
FARROUPILHA;RS;01/12/2022;2730
TUPA;SP;01/12/2022;1989
SORRISO;MT;01/12/2022;1951
ESTANCIA;SE;01/12/2022;1146
ICO;CE;01/12/2022;1244
CAICO;RN;01/12/2022;2264
CRUZ ALTA;RS;01/12/2022;924
CAMAQUA;RS;01/12/2022;1492
LENCOIS PAULISTA;SP;01/12/2022;1609
CAPANEMA;PA;01/12/2022;401
SANTO ANTONIO DO DESCOBERTO;GO;01/12/2022;1206
OURICURI;PE;01/12/2022;71
ESCADA;PE;01/12/2022;989
ITAMARAJU;BA;01/12/2022;683
BRUMADO;BA;01/12/2022;462
PACAJUS;CE;01/12/2022;1424
PESQUEIRA;PE;01/12/2022;662
VACARIA;RS;01/12/2022;163
CONCEICAO DO COITE;BA;01/12/2022;1900
SAO BORJA;RS;01/12/2022;767
RIO DO SUL;SC;01/12/2022;946
CRUZ DAS ALMAS;BA;01/12/2022;1808
ARARANGUA;SC;01/12/2022;4620
JANUARIA;MG;01/12/2022;847
CARAZINHO;RS;01/12/2022;1443
ITABERABA;BA;01/12/2022;913
COSMOPOLIS;SP;01/12/2022;4858
PENAPOLIS;SP;01/12/2022;1097
GOIANESIA;GO;01/12/2022;842
MORADA NOVA;CE;01/12/2022;386
CAMPO BOM;RS;01/12/2022;5112
PENEDO;AL;01/12/2022;1723
CAMOCIM;CE;01/12/2022;507
BOM JESUS DA LAPA;BA;01/12/2022;66
PEDRO LEOPOLDO;MG;01/12/2022;2469
ROLANDIA;PR;01/12/2022;2382
BIGUACU;SC;01/12/2022;5743
UNIAO DOS PALMARES;AL;01/12/2022;321
BEZERROS;PE;01/12/2022;1271
LUIS EDUARDO MAGALHAES;BA;01/12/2022;3109
PERUIBE;SP;01/12/2022;4106
MONTENEGRO;RS;01/12/2022;2323
PALMARES;PE;01/12/2022;1262
SURUBIM;PE;01/12/2022;329
CIDADE OCIDENTAL;GO;01/12/2022;1382
GASPAR;SC;01/12/2022;1381
ICARA;SC;01/12/2022;1318
BATATAIS;SP;01/12/2022;740
GRAJAU;MA;01/12/2022;104
PONTE NOVA;MG;01/12/2022;2843
SANTO AMARO;BA;01/12/2022;219
HORIZONTE;CE;01/12/2022;751
ACARAU;CE;01/12/2022;171
MORENO;PE;01/12/2022;765
UNIAO DA VITORIA;PR;01/12/2022;627
SANTA IZABEL DO PARA;PA;01/12/2022;338
LIMOEIRO DO NORTE;CE;01/12/2022;1503
ANDRADINA;SP;01/12/2022;3672
BARRA DO GARCAS;MT;01/12/2022;2273
GUARABIRA;PB;01/12/2022;1491
MIRASSOL;SP;01/12/2022;2863
INDAIAL;SC;01/12/2022;2158
SALGUEIRO;PE;01/12/2022;1376
TRES PONTAS;MG;01/12/2022;461
SAO MIGUEL DOS CAMPOS;AL;01/12/2022;1073
IRATI;PR;01/12/2022;658
RIO BONITO;RJ;01/12/2022;2281
BARBALHA;CE;01/12/2022;2616
IBITINGA;SP;01/12/2022;1150
LAGOA SANTA;MG;01/12/2022;4317
TAQUARA;RS;01/12/2022;1685
PIRAPORA;MG;01/12/2022;2188
TAUA;CE;01/12/2022;312
LIMOEIRO;PE;01/12/2022;1155
CABEDELO;PB;01/12/2022;3215
REGISTRO;SP;01/12/2022;453
TIMBAUBA;PE;01/12/2022;605
TAQUARITINGA;SP;01/12/2022;222
CACHOEIRAS DE MACACU;RJ;01/12/2022;141
CANOINHAS;SC;01/12/2022;661
MARIANA;MG;01/12/2022;3770
PORTO FERREIRA;SP;01/12/2022;1285
FRUTAL;MG;01/12/2022;992
GUAPIMIRIM;RJ;01/12/2022;1671
SAO BENTO DO UNA;PE;01/12/2022;179
CAMPO BELO;MG;01/12/2022;2520
